sim_id,f1_2008,f2_2020,f3_2022,f4_terminal,f5_annual_worst,dollar_ret_1p,dollar_ret_6p,dollar_ret_13p,dollar_ret_26p,avg_eps_1q,avg_eps_2q,avg_eps_4q,avg_eps_8q
2907999241,292998.1435685158,46984.32099723816,0.0,1446598.3983330727,-0.02154025608511856,0.672917148,0.809098174,0.814291774,0.597059606,8.326672684688674e-17,0.014448583000000006,0.05105351400000002,0.09438393000000012
2483744280,448109.0911421776,46963.32099723816,0.0,1431747.4426569939,-0.021521984087555568,0.605590015,0.854454737,0.776959888,0.591332703,0.068500707,0.006612791999999994,0.094567578,0.18662291499999997
2431370517,377212.3897476196,48018.465149879456,0.0,1427809.5201358795,-0.021797588553347458,0.592104323,0.842049653,0.781542927,0.599507008,0.06575352500000001,0.0,0.082278458,0.25623057499999996
1988610386,362238.6710791588,48018.465149879456,0.0,1416680.6358480453,-0.021587203853295045,0.604031273,0.848897132,0.786726016,0.599393895,0.03199445700000002,0.033656356000000005,0.07062854499999999,0.258719842
4086476462,470296.0937104225,47276.720724105835,0.0,1415857.0251665115,-0.021515127467519157,0.606616971,0.854649553,0.778269196,0.592949827,0.07241217,0.007730564,0.076670705,0.189909837
6193464581,464541.20912599564,47716.394267082214,0.0,1415111.2751846313,-0.021593508152925156,0.605616298,0.85327051,0.778022489,0.593993137,0.038743940000000025,0.016640733000000005,0.066800814,0.219336532
8965647990,434531.60383462906,47705.585671424866,0.0,1414634.003200531,-0.021654132465454,0.606152203,0.854529362,0.777169189,0.592519155,0.03835110800000003,0.009128464000000003,0.06587696600000001,0.246947109
3462699381,310146.93335723877,46426.936285972595,0.0,1474247.7119255066,-0.021540116371191242,0.638468181,0.823582718,0.883225804,0.601206228,0.008528352000000058,0.017213039000000003,0.06706377700000002,0.15126665500000008
5613994602,384327.44601488113,47698.449999809265,0.0,1420775.1607432365,-0.021583946306637958,0.607631153,0.8457243,0.78138273,0.599865581,0.04339532400000002,0.005974658000000002,0.07190994,0.265941783
1594516520,295750.6711702347,46961.28325462341,0.0,1432352.57518816,-0.0216145616456066,0.672093989,0.823712892,0.807974414,0.583916329,0.05779440400000002,0.012362258000000003,0.05372111200000002,0.039492606000000124
